1,2022-11-16 21:26:02.521613,2,0,1
2,2022-11-16 21:29:02.066702,5,2,4
3,2022-11-16 21:40:47.913959,3,1,0
4,2022-11-16 21:56:13.287788,1,2,0
5,2022-11-18 17:52:08.786674,2,0,0
6,2024-03-16 23:54:22.562960,0,3,0
7,2024-03-17 01:03:09.312525,1,0,1
8,2024-03-17 01:03:44.963227,2,5,4
9,2024-03-17 01:04:05.703292,0,1,1
10,2024-04-27 04:02:58.243267,2,1,3
11,2024-04-27 19:01:22.989016,0,1,0
12,2024-04-27 19:01:39.911283,5,4,4
13,2024-04-27 19:02:02.142382,0,1,0
